x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name
569.13855,428.8275,652.2186,580.80927,0,0.57667637,,person
739.9378,230.86505,795.49316,378.09213,0,0.56574935,,person
575.9738,325.2281,637.14014,440.0821,0,0.55655986,,person
341.68454,474.0617,399.25555,630.6057,0,0.55119836,,person
1381.2904,34.13633,1421.3242,167.66304,0,0.54717577,,person
1182.2372,0.41174698,1223.9017,121.67556,0,0.5163791,,person
1599.0685,627.1857,1693.2499,808.6478,0,0.47782522,,person
160.01105,926.2544,268.38815,1080.0,0,0.47754222,,person
909.5654,38.02201,947.2861,163.23534,0,0.4690378,,person
1881.4409,310.4025,1919.335,435.45255,0,0.4480622,,person
1323.8298,0.0,1371.624,104.99844,0,0.43804577,,person
710.9727,66.82054,759.5244,196.9194,0,0.42965212,,person
1147.6951,20.868822,1184.3835,132.29706,0,0.415959,,person
862.7783,50.66467,908.29834,175.00362,0,0.41109753,,person
1684.2059,46.854996,1727.4602,159.94107,0,0.37025353,,person
235.30467,0.0,287.16187,66.924324,0,0.36677906,,person
1880.5607,173.32416,1919.3519,291.05475,0,0.35989895,,person
1648.7922,55.230873,1693.0745,163.62135,0,0.33759475,,person
995.2293,224.90593,1057.6924,373.51804,0,0.33680436,,person
445.707,496.51428,510.13284,626.443,0,0.33006698,,person
1168.3644,300.8997,1234.9548,430.07547,0,0.32001737,,person
385.3724,506.31592,461.2786,649.55145,0,0.31412283,,person
1617.6493,793.628,1718.8129,982.5295,0,0.31038573,,person
116.35282,54.00964,179.55,153.50493,0,0.2856145,,person
116.43093,53.236748,161.73877,144.77563,0,0.25895217,,person
89.979164,90.50323,177.02998,231.72643,0,0.2535265,,person
1166.2639,943.36285,1269.1106,1080.0,0,0.8116151,,person
145.52893,744.30414,238.33966,934.7609,0,0.7778354,,person
1009.06116,796.8836,1077.5671,972.22687,0,0.7548819,,person
1054.095,560.9629,1141.2557,737.10425,0,0.7518089,,person
1081.9031,799.8911,1183.2329,988.7527,0,0.74472964,,person
1661.6365,408.95563,1755.7399,581.7488,0,0.7364799,,person
663.22705,1000.07336,755.3348,1079.5038,0,0.7310652,,person
695.42413,332.88388,756.41986,489.18732,0,0.72725785,,person
569.6437,425.05307,652.74866,583.813,0,0.6767003,,person
0.086717606,519.25836,66.888176,690.35284,0,0.6710689,,person
1753.398,210.1571,1825.658,366.44644,0,0.6572002,,person
1790.1083,307.03638,1868.6019,465.6396,0,0.64361256,,person
914.7043,319.76736,982.90265,473.80072,0,0.63812673,,person
1105.6831,153.92065,1159.251,267.8226,0,0.61797816,,person
800.5256,46.674957,839.03156,171.21922,0,0.5944418,,person
86.68696,111.190315,137.62653,233.739,0,0.5776213,,person
740.6649,227.85228,795.3056,372.9748,0,0.56623447,,person
1711.6868,94.99428,1770.7756,229.09341,0,0.55333453,,person
1381.7856,34.007954,1421.3629,167.75409,0,0.5425255,,person
341.60397,473.95038,399.5749,630.3649,0,0.52989864,,person
575.17554,325.89917,635.9775,442.7829,0,0.49164832,,person
911.203,38.944107,948.37836,164.55542,0,0.45278293,,person
1179.4966,0.13625336,1220.5803,124.52451,0,0.44947526,,person
1881.5095,313.15237,1919.3417,435.56277,0,0.4397951,,person
1618.0543,796.6406,1720.9427,982.90375,0,0.43696034,,person
1321.555,1.037281,1368.9878,105.43463,0,0.43683162,,person
1647.9174,56.078476,1692.9298,165.44353,0,0.4283005,,person
711.6872,65.97503,758.85205,195.68872,0,0.427055,,person
122.702385,53.611797,183.26689,155.83,0,0.42548332,,person
1683.1293,47.17724,1728.278,162.53252,0,0.4026383,,person
1598.7444,631.006,1698.5182,818.4849,0,0.3831913,,person
862.74976,50.678078,907.7479,174.66568,0,0.3777928,,person
1167.7,297.9516,1235.1731,427.2032,0,0.3676332,,person
1145.7283,21.759974,1185.297,130.53612,0,0.35538915,,person
1880.4486,177.52185,1919.3673,290.32764,0,0.35277033,,person
159.47757,927.76685,268.2619,1079.9052,0,0.33254007,,person
996.3327,224.33487,1058.4944,374.0073,0,0.3226963,,person
235.04285,0.0,285.55267,66.7619,0,0.3209741,,person
969.0652,0.0,1001.81396,93.530685,0,0.30058163,,person
387.33582,506.27527,463.40588,649.6716,0,0.29005072,,person
1167.2311,297.50577,1235.7771,426.49377,14,0.28744113,,bird
444.371,496.11487,509.59756,625.8607,0,0.27855992,,person
1164.2887,935.0829,1269.9329,1080.0,0,0.85973215,,person
143.65787,747.4863,237.1426,935.881,0,0.79940337,,person
662.2147,995.11926,756.33954,1079.9004,0,0.7462176,,person
1083.3912,803.51733,1178.8895,993.25104,0,0.7225101,,person
1656.4077,407.2824,1752.1115,580.79517,0,0.70071524,,person
1009.59064,795.5673,1078.9315,975.8859,0,0.69466287,,person
569.3211,433.35388,653.5773,584.4644,0,0.68899816,,person
1055.2555,559.34235,1140.0039,740.1535,0,0.6707746,,person
694.92883,328.67102,755.07806,484.69537,0,0.66272634,,person
1751.9473,211.03162,1827.1201,369.01666,0,0.660512,,person
915.0161,322.63718,982.6908,476.6992,0,0.653625,,person
1104.7145,155.61769,1159.8893,274.298,0,0.62433577,,person
1790.6134,310.43686,1870.5529,473.27438,0,0.61981535,,person
0.091501236,510.11334,66.715294,690.137,0,0.60296696,,person
739.4315,226.54303,795.1395,366.89667,0,0.57994676,,person
800.7054,46.594414,839.1235,171.16873,0,0.57495517,,person
86.47822,111.64549,137.60515,233.45792,0,0.573377,,person
1599.3812,636.6385,1700.6862,821.89087,0,0.55923957,,person
1710.8256,96.705414,1770.8098,232.40314,0,0.5227492,,person
341.41205,474.03217,399.50583,630.93896,0,0.5210504,,person
1381.5026,33.891563,1421.2156,167.70186,0,0.5065418,,person
123.39324,55.80737,178.33443,157.15633,0,0.49469638,,person
911.339,40.850418,948.74854,165.59373,0,0.4623322,,person
711.23694,64.049835,758.63763,195.67387,0,0.4472182,,person
576.9434,326.6218,632.8309,446.23654,0,0.4454164,,person
1169.9403,294.26907,1234.277,423.25662,0,0.44311893,,person
1880.7059,314.64252,1919.3496,435.6692,0,0.40582967,,person
1179.9814,0.0,1219.8153,124.16956,0,0.38737634,,person
158.52704,931.3834,268.758,1080.0,0,0.38510248,,person
1619.5269,799.8036,1721.9008,985.60547,0,0.38109338,,person
1647.3735,56.6865,1696.1565,166.1342,0,0.3755176,,person
1321.3247,1.6975136,1368.5681,105.812645,0,0.371942,,person
862.4469,50.307816,907.02356,174.94968,0,0.3650594,,person
997.1371,224.15872,1058.2412,373.78775,0,0.35215673,,person
1683.342,48.714447,1729.2466,164.01317,0,0.34937686,,person
1144.4579,21.327044,1186.0652,130.21776,0,0.34671262,,person
1880.9648,182.1677,1919.384,294.33063,0,0.34122056,,person
235.34885,0.14253616,283.52545,68.3364,0,0.28783816,,person
391.0775,504.0818,462.39783,654.0617,0,0.28424835,,person
967.7926,0.0,1002.037,94.45922,0,0.25487643,,person
1164.4216,928.5399,1270.1508,1080.0,0,0.8717509,,person
141.46881,751.26013,239.68182,939.0718,0,0.7992085,,person
662.43475,990.51196,758.25586,1079.8975,0,0.78849643,,person
1052.5171,554.1248,1139.7529,740.1598,0,0.72554666,,person
1080.4495,806.562,1177.1006,998.19543,0,0.7193358,,person
1751.862,210.74698,1827.1748,369.6962,0,0.7055491,,person
1661.9886,405.37512,1747.5007,580.827,0,0.705141,,person
569.8374,438.82956,654.0626,584.47107,0,0.66837865,,person
1009.38904,792.81335,1077.6116,976.0913,0,0.6665263,,person
85.746475,110.40582,138.93834,233.96072,0,0.65809983,,person
694.50714,327.01865,754.9768,482.29797,0,0.62496567,,person
0.042749405,511.79196,66.82237,688.31146,0,0.6240789,,person
1791.7311,311.5461,1872.1265,476.66953,0,0.6121388,,person
1105.1312,158.32118,1159.7523,275.8595,0,0.6049311,,person
916.57367,322.89386,982.08826,479.2339,0,0.59914607,,person
739.53174,224.80898,795.5838,362.92093,0,0.5988773,,person
1709.2277,97.10496,1771.403,237.59344,0,0.581641,,person
800.79254,46.845295,839.16046,171.4406,0,0.56524104,,person
130.00987,46.49372,182.53131,159.53407,0,0.5297544,,person
341.14325,473.70145,399.24118,631.5094,0,0.5192855,,person
1381.6777,33.591568,1420.5148,168.37051,0,0.50882655,,person
1170.2224,291.6167,1232.8971,416.48914,0,0.47097397,,person
1647.4629,56.22698,1698.1091,166.76276,0,0.45158887,,person
995.62885,225.30066,1057.8967,374.15094,0,0.4446229,,person
712.31824,66.066124,756.8103,196.82886,0,0.42455015,,person
1602.0604,641.0431,1703.8502,826.147,14,0.3969686,,bird
1321.8174,1.5978584,1369.0205,105.88557,0,0.3968796,,person
1881.2721,314.20425,1919.3346,433.84894,0,0.38534418,,person
1181.5056,0.37877655,1218.5159,124.17119,0,0.38177058,,person
912.6689,41.422096,949.9041,164.84853,0,0.37986133,,person
1620.9316,801.6436,1723.6304,986.45013,0,0.3644788,,person
235.24182,0.0,285.4305,68.89477,0,0.36367935,,person
1099.8235,810.1978,1177.5593,968.78564,0,0.3629259,,person
576.97687,328.2994,632.0299,446.7778,0,0.35835075,,person
1144.2068,20.682037,1187.2472,130.87633,0,0.35280305,,person
1683.8932,48.869583,1730.6774,164.1531,0,0.35178998,,person
1623.3673,801.2879,1726.0554,984.0264,14,0.34216523,,bird
1879.9819,179.36288,1919.4265,303.50528,0,0.3168806,,person
862.31525,50.124565,905.9418,174.43867,0,0.30417073,,person
389.85846,504.8671,463.61517,654.04144,0,0.28769767,,person
158.86359,934.94037,270.80923,1080.0,0,0.28388283,,person
1169.8755,290.34418,1231.9856,417.19638,14,0.26823238,,bird
1098.7527,0.0,1123.0955,36.942276,0,0.26100948,,person
663.363,985.0679,758.26117,1080.0,0,0.7955124,,person
1657.8666,401.20972,1745.3536,578.14417,0,0.7913618,,person
1166.2614,920.6962,1271.4683,1080.0,0,0.7736798,,person
1053.5497,551.62085,1138.8658,738.1582,0,0.7569251,,person
138.64146,754.2466,235.85197,943.08966,0,0.75520134,,person
1090.0216,809.5882,1173.8584,989.7475,0,0.7375738,,person
1752.6156,212.85544,1827.3629,370.6301,0,0.6846555,,person
738.00116,221.78476,794.7005,358.411,0,0.6695033,,person
1008.87714,787.67365,1075.7559,974.2365,0,0.6646949,,person
0.0,510.5504,67.390945,688.0871,0,0.65839344,,person
916.73,325.88538,981.90875,482.1594,0,0.64591277,,person
86.20406,110.02528,138.14453,234.19446,0,0.64586675,,person
695.1288,325.38074,755.28766,480.10303,0,0.64207107,,person
1801.4767,314.16736,1872.6637,477.2432,0,0.6386574,,person
1105.4722,161.16313,1159.8898,277.92966,0,0.62203413,,person
1625.7225,805.3081,1728.0543,984.3882,14,0.59507096,,bird
1709.246,98.94919,1770.8353,241.49675,0,0.58740884,,person
568.83484,445.145,652.6962,584.7681,0,0.58268434,,person
800.4808,46.708366,839.203,171.56232,0,0.5801809,,person
131.79507,47.671967,181.47249,159.92479,0,0.5674326,,person
1606.7974,645.59314,1707.338,826.21497,14,0.55171835,,bird
341.17172,473.79565,398.5869,631.29584,0,0.52980065,,person
1381.5686,33.518547,1420.5411,168.44627,0,0.51804006,,person
994.52606,225.90752,1057.2206,375.39737,0,0.51140034,,person
1647.0824,55.74259,1700.5258,167.28316,0,0.45869297,,person
575.6574,330.41092,632.4587,447.085,0,0.45552808,,person
1169.9883,291.1266,1231.3131,413.47092,0,0.45123866,,person
1319.7913,1.5458908,1367.5796,105.838165,0,0.43957686,,person
1881.3652,317.11908,1919.3578,437.31335,0,0.43701944,,person
1685.2782,48.49774,1732.6769,164.68654,0,0.40317968,,person
713.84106,64.246605,755.83923,195.0651,0,0.40178242,,person
235.23212,0.0,285.42667,69.58722,0,0.39380777,,person
159.07523,938.1645,270.56808,1080.0,0,0.38985533,,person
911.4146,42.042572,950.7596,165.05818,0,0.38211408,,person
1880.9722,182.18376,1919.3815,300.8069,0,0.3651232,,person
1144.1171,17.4306,1184.1498,130.17685,0,0.34187156,,person
1179.0831,0.0,1218.5955,122.64061,0,0.33929262,,person
389.7701,502.28433,462.04056,653.86774,0,0.32550597,,person
861.7405,50.150528,904.7831,174.24055,0,0.3121898,,person
1169.119,290.06418,1230.2825,414.33896,14,0.27595833,,bird
1176.3414,911.79364,1270.9019,1080.0,0,0.8067755,,person
132.69998,758.96136,227.8973,945.5916,0,0.8037152,,person
1656.7324,394.44992,1736.1057,569.63837,0,0.771621,,person
664.3429,972.3373,763.2614,1080.0,0,0.7694188,,person
1626.4116,815.6296,1728.7068,1021.01807,0,0.7420723,,person
1085.8374,814.60364,1167.1198,1001.1815,0,0.7399022,,person
1056.639,546.50464,1137.5013,729.7699,0,0.73684716,,person
910.5766,331.23358,979.08496,484.69254,0,0.7086543,,person
1753.6454,216.67648,1828.6622,370.3527,0,0.69806445,,person
1800.497,316.06522,1878.5314,476.2868,0,0.6667942,,person
695.0513,321.5301,756.0231,478.81696,0,0.6660065,,person
1004.2943,779.4604,1071.2025,971.3401,0,0.631103,,person
87.358154,113.0571,136.96385,231.69484,0,0.6259704,,person
736.27734,218.0684,790.30176,354.27887,0,0.62425077,,person
1104.4512,165.57202,1159.6589,285.31085,0,0.6143698,,person
0.051733017,508.36435,68.4994,691.45435,0,0.61409175,,person
134.629,45.43199,181.98358,156.01654,0,0.583641,,person
800.7541,46.90805,839.14325,171.71869,0,0.56775194,,person
1172.8928,288.44632,1230.627,409.87033,0,0.56410927,,person
568.84955,435.9818,650.6772,585.9377,0,0.53693765,,person
340.93314,474.04477,398.8828,631.30066,0,0.53142,,person
1381.5039,33.917465,1420.305,168.34865,0,0.5178156,,person
1707.7655,102.329315,1771.1174,244.24672,0,0.48905113,,person
163.48232,937.11914,275.883,1080.0,0,0.4824564,,person
996.4552,231.55682,1056.8492,383.9333,0,0.436786,,person
1319.021,0.91036606,1366.6245,106.411476,0,0.41934913,,person
1650.2935,55.14147,1704.3326,164.5708,0,0.41426903,,person
712.6033,58.008343,757.055,189.4895,0,0.4140586,,person
1617.2241,652.39746,1713.2666,825.9214,0,0.41367245,,person
1879.9816,180.09164,1919.3936,302.4494,0,0.41010427,,person
1702.5408,50.59449,1735.057,131.84827,0,0.39336348,,person
574.0642,331.8744,634.1867,451.96228,0,0.39300892,,person
1882.8486,322.1471,1919.4324,443.46692,0,0.39213252,,person
1175.7584,0.0,1219.0188,117.20723,0,0.35779852,,person
195.76387,944.0471,275.55835,1080.0,0,0.35142177,,person
1142.9333,21.038956,1182.3102,129.87181,0,0.32205617,,person
1700.8282,50.911514,1737.2428,154.90892,0,0.28370205,,person
386.49765,508.75702,470.7638,650.434,0,0.28281465,,person
914.0638,45.30448,951.96716,165.2451,0,0.27034387,,person
861.08997,51.022934,902.4998,167.64267,0,0.26976448,,person
969.83136,0.0,1006.6213,92.98446,0,0.26154208,,person
667.6473,963.7965,766.6268,1080.0,0,0.8136809,,person
1658.8118,394.74692,1735.0042,568.15015,0,0.79926914,,person
1177.6938,906.26697,1272.2836,1077.0494,0,0.7925298,,person
1753.1693,217.93817,1829.6063,370.08246,0,0.75215685,,person
130.87944,762.7447,226.4409,948.86334,0,0.73808205,,person
1629.3201,823.684,1731.7236,1032.2693,0,0.7179912,,person
908.46075,332.54556,978.49603,486.3094,0,0.7131947,,person
1085.0388,817.28815,1160.0859,999.52057,0,0.68616503,,person
1056.4149,543.70667,1136.5784,723.96704,0,0.6780673,,person
695.3761,317.77103,756.6982,479.97885,0,0.670457,,person
1796.2354,316.11487,1879.727,475.93372,0,0.64273894,,person
88.22727,111.55785,136.8667,233.55937,0,0.6425138,,person
1004.68195,777.41547,1069.3536,967.4548,0,0.61801344,,person
735.9835,217.16698,789.37115,354.61743,0,0.6081517,,person
1103.2273,166.87999,1157.8763,285.69308,0,0.6079345,,person
136.85359,44.894073,185.68556,158.54036,0,0.5892678,,person
800.8707,47.01226,839.1687,171.78252,0,0.58244586,,person
0.08185959,509.2253,69.93822,700.26556,0,0.5729277,,person
165.317,942.2582,277.2208,1080.0,0,0.53761584,,person
1381.0953,33.64762,1420.2327,168.55334,0,0.52294743,,person
340.80112,473.9328,399.182,631.65857,0,0.51841956,,person
712.2408,54.991676,760.7089,183.155,0,0.5176582,,person
1174.5765,288.8099,1230.4061,409.20285,0,0.5088809,,person
568.1514,443.01462,651.5816,582.9154,0,0.47143656,,person
1175.7554,0.0,1217.0431,111.67838,0,0.43728706,,person
1708.0393,103.44738,1771.1704,245.57864,0,0.43125552,,person
1317.8644,1.1477509,1366.7378,105.6191,0,0.4274228,,person
571.9019,334.39877,636.5658,458.2036,0,0.41928264,,person
995.703,234.60059,1056.3373,388.9627,0,0.41278344,,person
1703.1372,52.00422,1737.7332,140.94699,0,0.41157156,,person
1652.0731,55.21999,1702.1682,164.6044,0,0.39844093,,person
1880.3529,179.73793,1919.3917,302.7458,0,0.3694191,,person
1141.6469,23.355612,1179.8639,130.58134,0,0.3647501,,person
1882.3733,327.46887,1919.4119,444.68484,0,0.35614803,,person
1620.1759,657.9644,1714.955,828.42535,0,0.32431614,,person
385.93097,507.0035,471.5509,650.4585,0,0.2916856,,person
860.7781,50.974964,901.9728,167.949,0,0.27498472,,person
914.1189,46.159332,952.22644,167.74266,0,0.26042336,,person
667.8628,959.4421,771.33606,1080.0,0,0.81314266,,person
1659.1091,390.7488,1734.4578,563.8686,0,0.78620476,,person
1176.7646,903.8042,1271.2401,1080.0,0,0.7692669,,person
909.24884,335.3269,977.16174,485.197,0,0.7330147,,person
1754.6935,218.30214,1830.1805,369.5862,0,0.6987247,,person
694.3144,315.27695,756.991,480.6644,0,0.6713025,,person
1059.2076,541.7281,1135.6355,718.81415,0,0.66465646,,person
1079.8982,820.0386,1156.6589,998.1145,0,0.6619077,,person
88.3649,111.516884,136.87961,233.48233,0,0.6514644,,person
1004.2698,772.5963,1067.7799,962.8469,0,0.63058585,,person
139.56377,46.02733,188.30113,157.68857,0,0.6304827,,person
128.66579,766.47,225.4649,954.46545,0,0.616818,,person
1104.9991,167.26703,1155.21,285.90637,0,0.6093605,,person
1800.4263,321.91904,1880.9011,475.9241,0,0.57487035,,person
800.5472,47.15401,839.1925,171.88344,0,0.5651123,,person
736.15857,216.4503,788.5132,354.52835,0,0.5635127,,person
1623.2534,660.5006,1718.0757,830.83466,14,0.5538086,,bird
0.06675911,518.06274,72.22101,709.485,0,0.5469732,,person
1707.6321,105.63025,1771.1975,247.25317,0,0.52426356,,person
166.20506,947.15515,274.50626,1080.0,0,0.51564467,,person
567.7086,442.67953,648.8302,585.4029,0,0.5128452,,person
1380.9951,33.605247,1420.0599,168.48024,0,0.51258,,person
340.85843,473.85077,398.0754,631.9376,0,0.5120101,,person
1175.1072,0.0,1215.6606,108.58697,0,0.5090699,,person
711.2869,53.913094,758.6618,180.89694,0,0.49696794,,person
571.7855,335.21155,636.2445,462.02783,0,0.49442708,,person
1173.4823,287.19327,1226.9436,403.33606,0,0.48793143,,person
1656.7383,55.728493,1702.1177,166.53703,0,0.47265595,,person
1141.6202,21.434143,1180.0431,130.9937,0,0.4605289,,person
1629.5771,828.156,1733.2383,1038.037,0,0.4330307,,person
1707.4604,51.81978,1738.5558,138.60344,0,0.41251183,,person
994.29913,236.90012,1055.0381,392.83072,0,0.3879411,,person
1317.7587,0.9438858,1364.3599,105.331635,0,0.3861088,,person
340.30118,473.78915,423.84705,634.31964,0,0.35329613,,person
1883.0691,332.77966,1919.4115,447.02484,0,0.33576447,,person
385.81256,506.18335,462.9073,650.17474,0,0.3059254,,person
1881.0337,180.04468,1919.398,304.37064,0,0.29360744,,person
860.6661,49.945885,902.13873,174.04234,0,0.28273472,,person
913.4694,46.323708,953.06744,169.51149,0,0.28079003,,person
665.5862,952.0498,773.78986,1080.0,0,0.7948956,,person
1177.3876,899.6263,1271.3866,1080.0,0,0.79088163,,person
1658.8206,385.85312,1730.7133,557.62836,0,0.7898757,,person
1630.9227,831.6513,1735.0563,1043.8887,0,0.74153244,,person
0.0,528.1139,74.13282,715.6112,0,0.7369647,,person
1076.4475,821.9601,1154.2493,999.77563,0,0.71325904,,person
1059.0758,539.3193,1136.1896,715.3839,0,0.7048922,,person
127.55303,769.74023,226.1777,958.5597,0,0.69687146,,person
909.5083,337.16318,977.4829,485.87622,0,0.6905199,,person
1757.8264,220.09525,1830.9272,369.59247,0,0.66140574,,person
694.43335,313.60107,756.6134,480.34506,0,0.65881807,,person
88.106735,112.296616,136.447,230.98878,0,0.6568348,,person
998.0991,766.79443,1067.865,958.4359,0,0.6516514,,person
1105.7869,167.69829,1155.1477,286.03345,0,0.6182917,,person
165.68896,947.6261,275.674,1080.0,0,0.5807842,,person
800.05994,46.989624,839.1797,171.76003,0,0.5787248,,person
711.4481,51.302834,758.0179,177.85588,0,0.56809634,,person
566.3511,447.86435,645.58246,592.40704,0,0.5550432,,person
1803.5728,322.14966,1885.3857,475.81323,0,0.52818877,,person
1380.9724,33.55066,1419.9408,168.36229,0,0.5258732,,person
736.1442,216.6036,787.15784,353.94965,0,0.5234982,,person
340.01294,473.7215,398.3848,631.79156,0,0.5218507,,person
1173.8177,286.0144,1227.3754,405.0144,0,0.5154995,,person
140.59773,47.080036,197.2215,158.14911,0,0.48910645,,person
572.1526,336.93732,635.5761,463.294,0,0.4696668,,person
1141.3129,18.874123,1180.1946,130.5641,0,0.4627653,,person
1173.4528,0.51597977,1216.4082,107.84381,0,0.45356306,,person
1627.27,666.7432,1719.8313,840.7947,0,0.44330916,,person
1660.6743,55.824192,1701.9001,167.3454,0,0.43771708,,person
1710.5731,51.59238,1740.215,130.38847,0,0.4055664,,person
994.4707,236.9876,1055.0018,392.87888,0,0.3927794,,person
1708.437,105.41378,1771.7571,248.44148,0,0.3718162,,person
1317.1448,1.4226952,1361.6918,106.14895,0,0.36806467,,person
913.63605,46.250885,954.61725,170.29573,0,0.35393134,,person
1880.8627,182.37589,1919.3939,303.26276,0,0.32603484,,person
860.4568,49.68773,902.2211,174.3714,0,0.3168571,,person
387.3245,504.62375,460.0537,653.6239,0,0.30919334,,person
1889.476,339.3801,1919.2474,453.0075,0,0.30362177,,person
1659.0183,384.6069,1730.9971,551.4927,0,0.7970662,,person
1179.445,894.4693,1272.4471,1080.0,0,0.7952816,,person
124.73229,775.85486,224.79767,961.6635,0,0.77727014,,person
1632.6626,839.2458,1737.3231,1052.7625,0,0.7718366,,person
654.84674,948.46545,774.143,1080.0,0,0.7673259,,person
1070.8958,824.89636,1152.5688,1002.4391,0,0.7660666,,person
0.01820755,527.5725,77.50662,718.4794,0,0.73745203,,person
1059.2036,533.07336,1136.3137,703.2017,0,0.7264777,,person
909.4807,337.14453,977.60565,485.51187,0,0.7247268,,person
693.65924,313.0808,756.18353,480.50522,0,0.6630101,,person
1106.4032,167.72621,1156.1595,286.38702,0,0.65816146,,person
999.01776,763.47015,1069.0526,945.19794,0,0.644248,,person
1628.6752,672.5417,1720.0796,852.74146,0,0.6374853,,person
141.6153,46.150337,207.77853,157.00488,0,0.6318238,,person
87.45875,111.706604,136.4914,233.39676,0,0.6210831,,person
1758.7643,222.40631,1829.617,369.79852,0,0.6106648,,person
709.1477,49.26013,756.74396,178.21964,0,0.6069393,,person
799.9845,46.865158,839.2009,172.24919,0,0.59725,,person
567.4034,449.01755,642.9309,597.13354,0,0.5753449,,person
166.02539,948.5396,277.58038,1080.0,0,0.56153244,,person
1173.7361,282.84433,1227.4076,409.5536,0,0.5334992,,person
340.20743,473.81946,397.85846,632.02075,0,0.53232217,,person
735.36127,214.54898,785.9577,354.65204,0,0.52548593,,person
1380.6189,33.74231,1419.4957,168.31508,0,0.49230805,,person
1805.0109,323.57272,1887.1073,478.8448,0,0.48800677,,person
572.229,340.53333,635.96893,463.63312,0,0.45668522,,person
1141.4209,16.406914,1180.2913,129.82718,0,0.44793424,,person
992.6492,239.32603,1055.0237,394.74988,0,0.40925083,,person
913.3795,46.645935,956.54224,170.40005,0,0.4041802,,person
1174.3239,0.96881104,1213.1514,106.15885,0,0.37691927,,person
860.252,49.199387,902.23846,174.79788,0,0.3546928,,person
1317.0725,1.4019814,1362.7983,106.51726,0,0.35264462,,person
1661.6272,56.314182,1702.1843,168.46317,0,0.34143454,,person
387.13303,502.85184,460.6365,653.9521,0,0.33933476,,person
1711.1698,53.20846,1741.5107,128.43042,0,0.33487263,,person
1887.5951,339.9759,1919.3075,446.5732,0,0.31034017,,person
443.69302,496.36496,508.48782,628.33325,0,0.26382568,,person
1064.4812,832.89056,1148.4156,1032.0159,0,0.8215392,,person
648.2362,937.08307,773.4994,1079.0209,0,0.80523515,,person
121.12225,790.758,226.36964,969.8564,0,0.7967776,,person
0.09078598,531.6198,85.73051,720.71796,0,0.7958044,,person
1638.3677,849.10364,1742.5851,1062.0784,0,0.79203874,,person
1183.2986,879.8484,1275.821,1078.6289,0,0.7819156,,person
1056.8917,526.6267,1137.0062,689.00507,0,0.77317053,,person
1661.1757,381.3784,1726.3462,543.3789,0,0.74914384,,person
1761.5969,226.59206,1831.2693,381.7296,0,0.7413315,,person
565.2538,450.25443,638.6267,608.0618,0,0.7335669,,person
998.2889,754.5181,1066.9441,922.2713,0,0.6893149,,person
1633.11,683.84216,1727.733,879.6123,0,0.67770183,,person
1108.3434,169.70523,1157.7863,287.79236,0,0.659054,,person
87.75549,112.93122,135.0673,230.72745,0,0.64877665,,person
908.39264,339.97586,977.65137,487.43372,0,0.633551,,person
799.37256,47.17534,839.3205,172.49475,0,0.57815963,,person
1174.4104,280.45853,1229.817,408.54898,0,0.57070506,,person
693.90204,308.80792,752.6591,469.36624,0,0.56694347,,person
710.0874,50.55297,755.70355,176.85773,0,0.5386604,,person
151.9185,50.941887,219.11545,154.91072,0,0.5338904,,person
1807.0221,327.08276,1886.6367,495.427,0,0.5288108,,person
339.64008,474.325,397.45728,631.88306,0,0.5217859,,person
1381.1522,34.966393,1420.7656,168.0114,0,0.51930004,,person
168.24742,959.63727,276.77274,1080.0,0,0.5027389,,person
571.5257,346.90048,634.2492,468.50256,0,0.47230303,,person
1141.4663,8.895401,1181.61,128.98114,0,0.4661557,,person
734.63586,212.08649,783.9802,355.10825,0,0.43521693,,person
1316.8423,1.9229164,1362.5355,106.82788,0,0.39951444,,person
914.78906,48.085968,954.624,175.88237,0,0.36016986,,person
990.22687,244.03125,1053.1177,406.27322,0,0.35998437,,person
1662.5588,59.04998,1700.4756,171.80563,0,0.3593363,,person
388.1847,504.24847,461.42596,653.9639,0,0.35223854,,person
1173.9847,1.3704529,1212.0869,104.41114,0,0.31933582,,person
860.3408,49.49446,902.198,174.6307,0,0.30449605,,person
443.17163,497.2998,508.09772,628.695,0,0.28684604,,person
1710.7571,54.185074,1745.4457,133.24246,0,0.27986574,,person
647.44446,935.3637,772.0889,1079.3263,0,0.83328325,,person
1059.6041,837.30304,1150.1293,1041.7882,0,0.82464874,,person
120.41352,793.7503,226.16318,977.95514,0,0.801801,,person
1639.5154,852.72345,1747.3158,1062.9047,0,0.8003682,,person
1056.5311,522.43713,1135.7432,687.08246,0,0.7983143,,person
564.5523,450.84964,638.1616,614.248,0,0.7701739,,person
0.08272934,532.3246,87.54204,723.4316,0,0.76610166,,person
1185.0967,875.70105,1277.6545,1076.0173,0,0.76056606,,person
1658.0614,378.90564,1725.2472,540.24646,0,0.7557155,,person
1001.57666,751.60785,1065.8928,916.1153,0,0.71092707,,person
1762.392,227.82715,1831.4073,387.47488,0,0.70852166,,person
87.58426,113.09555,135.4852,231.11023,0,0.6410069,,person
1807.5616,334.23547,1889.1696,502.1923,0,0.63778967,,person
908.2703,343.57883,977.8742,493.73474,0,0.6335935,,person
1108.5216,171.61995,1158.3927,290.12772,0,0.63318175,,person
1634.488,686.8896,1731.5178,882.85895,0,0.5844448,,person
693.23987,307.29028,750.9399,460.29843,0,0.5638386,,person
798.6949,46.867996,839.30804,172.37585,0,0.5625776,,person
