x_min,y_min,x_max,y_max,class_id,confidence,tracker_id,class_name
1167.4878,145.04692,1213.6366,275.66983,0,0.5229062,,person
893.93884,82.89695,937.1085,203.96523,0,0.51943815,,person
351.2768,1.8522434,412.28906,133.36795,0,0.51324797,,person
1676.2094,10.782761,1729.1151,139.57376,0,0.48960072,,person
1726.2268,79.33786,1786.6047,186.64961,0,0.47928378,,person
38.075672,802.0695,144.11736,991.6507,14,0.45953006,,bird
569.19727,279.09323,631.5258,416.48853,0,0.4480251,,person
37.987736,801.6893,139.96815,992.1973,0,0.44659203,,person
982.8009,103.31186,1040.1744,242.58197,0,0.4325073,,person
1298.4327,8.092232,1344.331,106.962135,0,0.4214815,,person
345.0273,493.51074,395.09995,630.00946,0,0.41747087,,person
571.76587,204.3837,620.8442,295.62195,0,0.4038131,,person
1852.0349,710.38794,1919.1288,842.9964,0,0.39455897,,person
726.3397,0.8463936,764.7743,97.7073,0,0.39361775,,person
1584.0732,21.150375,1623.6163,122.28854,0,0.3762648,,person
1136.8934,491.75308,1213.6176,590.8395,14,0.35944462,,bird
1586.5581,17.89318,1636.5507,121.75843,0,0.32797012,,person
1898.0676,102.98538,1919.2273,200.60153,0,0.30506194,,person
456.87946,510.34802,515.9522,638.8734,0,0.2811555,,person
1281.0474,8.178835,1344.6542,112.01612,0,0.26492375,,person
162.63217,0.0,194.20401,47.45873,0,0.26489747,,person
1454.6422,327.18448,1525.9442,486.67007,0,0.8083462,,person
672.1989,625.1518,746.77136,804.46497,0,0.8056856,,person
1136.8196,490.45343,1213.1401,630.25433,14,0.78679305,,bird
1139.5457,924.5195,1242.9808,1079.6276,0,0.76706904,,person
1395.0712,703.30853,1512.5707,886.54456,0,0.7650283,,person
1470.2073,483.60104,1549.3458,648.81946,0,0.7488384,,person
755.70715,434.02185,823.6038,589.66315,0,0.74701613,,person
1202.1578,118.153824,1255.9454,252.84238,0,0.72144413,,person
252.83446,442.8948,326.26047,606.96533,0,0.71187073,,person
39.550976,801.77893,143.961,992.04675,14,0.69787073,,bird
214.46896,34.120457,266.95917,151.55482,0,0.67045635,,person
1166.8326,144.92134,1213.4843,273.01495,0,0.62378013,,person
1794.968,154.38277,1854.333,282.09103,0,0.6211387,,person
799.3627,73.09488,842.0325,198.36443,0,0.60789245,,person
1090.4943,50.28694,1135.0391,155.19109,0,0.6059516,,person
925.50006,180.96448,980.59814,319.2308,0,0.5891708,,person
711.5201,224.4548,767.2226,368.702,0,0.5782769,,person
853.4054,68.30166,892.78516,191.66599,0,0.53065014,,person
1619.3639,17.050415,1657.3169,127.605034,0,0.5277063,,person
91.28351,128.1633,144.7151,251.28058,0,0.5228236,,person
1675.771,11.107098,1730.9934,140.16599,0,0.5157207,,person
1691.8529,165.4096,1759.8663,302.15552,0,0.515353,,person
359.5383,4.448187,414.66632,132.56882,0,0.5028357,,person
894.07196,90.465866,940.12994,204.0044,0,0.50087965,,person
569.5803,276.78516,632.3454,415.93747,0,0.4830938,,person
983.2456,105.70249,1041.1941,245.9924,0,0.47224995,,person
725.51746,0.5052595,764.1655,96.15475,0,0.45871294,,person
1299.5809,7.353985,1344.368,106.82671,0,0.44390127,,person
344.98813,492.7305,397.2176,638.2506,0,0.44165868,,person
